\begin{table}
\begin{tabular}{ccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR \\
UDS & 15386 & 10.9100905456 & 1.258 & 3.96 & 0.3 & 11.38 & 0.214 & 0.0489 & 43.6520538248 & 44.9409711474 & 1.59418366114 & 43.4270462466 & 45.0338078083 & -0.765153015524 \\
UDS & 14075 & 10.6138418219 & 1.258 & 4.6199999 & 0.06 & 11.0 & 0.08 & 0.000276 & 41.0236540478 & 44.5826250839 & 1.23583759765 & 42.5360187222 & 43.9200234027 & -1.87893742105 \\
EGS & 21346 & 10.1576 & 1.2593 & 5.28 & 0.3 & 11.31 & 0.068 & 0.0489 & 43.5820538248 & 44.8709711474 & 1.52418366114 & 43.4033162466 & 45.0041453083 & -0.794815515524 \\
UDS & 13540 & 9.95085145889 & 1.26 & 5.2800002 & 0.2 & 10.95 & 0.065 & 0.0194 & 42.8205466956 & 44.5242368546 & 1.17744936838 & 43.1451653298 & 44.6814566623 & -1.11750416152 \\
COS & 27297 & 9.79394 & 1.26 & 5.28 & 0.3 & 10.62 & 0.036 & 0.0489 & 42.8920538248 & 44.1809711474 & 0.834183661141 & 43.1694062466 & 44.7117578083 & -1.08720301552 \\
EGS & 31387 & 9.92543 & 1.26 & 5.28 & 0.1 & 10.51 & 0.026 & 0.0031 & 41.5841066595 & 44.0913965617 & 0.744609075465 & 42.7260121576 & 44.157515197 & -1.64144562682 \\
EGS & 24163 & 9.3055 & 1.26 & 5.28 & 0.8 & 10.55 & 0.037 & 0.3944 & 43.728681872 & 43.9149308322 & 0.568143345959 & 43.4530231546 & 45.0662789432 & -0.732681880546 \\
COS & 22046 & 8.98578 & 1.26 & 10.56 & 0.2 & 11.0 & 0.055 & 0.0194 & 42.8705466956 & 44.5742368546 & 1.22744936838 & 43.1621153298 & 44.7026441623 & -1.09631666152 \\
COS & 13551 & 10.4076 & 1.26 & 4.62 & 0.1 & 10.84 & 0.07 & 0.0031 & 41.9141066595 & 44.4213965617 & 1.07460907546 & 42.8378821576 & 44.297352697 & -1.50160812682 \\
COS & 9043 & 10.4287 & 1.26 & 5.28 & 0.2 & 11.31 & 0.078 & 0.0194 & 43.1805466956 & 44.8842368546 & 1.53744936838 & 43.2672053298 & 44.8340066623 & -0.964954161519 \\
EGS & 16179 & 10.5732 & 1.26 & 5.28 & 0.2 & 11.56 & 0.113 & 0.0194 & 43.4305466956 & 45.1342368546 & 1.78744936838 & 43.3519553298 & 44.9399441623 & -0.859016661519 \\
COS & 4015 & 10.2973 & 1.26 & 4.62 & 0.2 & 10.93 & 0.071 & 0.0194 & 42.8005466956 & 44.5042368546 & 1.15744936838 & 43.1383853298 & 44.6729816623 & -1.12597916152 \\
COS & 383 & 10.4819 & 1.26 & 5.94 & 0.3 & 11.07 & 0.261 & 0.0489 & 43.3420538248 & 44.6309711474 & 1.28418366114 & 43.3219562466 & 44.9024453083 & -0.896515515524 \\
COS & 25877 & 10.8658 & 1.26 & 5.28 & 0.4 & 11.89 & 0.202 & 0.0916 & 44.4346404394 & 45.4310220912 & 2.08423460501 & 43.6923431089 & 45.3654288862 & -0.433531937611 \\
EGS & 21904 & 10.0274 & 1.26 & 6.6 & 0.06 & 10.57 & 0.029 & 0.000276 & 40.5936540478 & 44.1526250839 & 0.805837597645 & 42.3902487222 & 43.7378109027 & -2.06114992105 \\
COS & 8893 & 10.1101 & 1.26 & 5.94 & 0.3 & 11.07 & 0.078 & 0.0489 & 43.3420538248 & 44.6309711474 & 1.28418366114 & 43.3219562466 & 44.9024453083 & -0.896515515524 \\
EGS & 5445 & 9.98815 & 1.261 & 5.94 & 0.1 & 11.3 & 0.055 & 0.0031 & 42.3741066595 & 44.8813965617 & 1.53460907546 & 42.9938221576 & 44.492277697 & -1.30668312682 \\
EGS & 11876 & 10.2421 & 1.261 & 3.96 & 0.1 & 10.66 & 0.039 & 0.0031 & 41.7341066595 & 44.2413965617 & 0.894609075465 & 42.7768621576 & 44.221077697 & -1.57788312682 \\
EGS & 16983 & 10.3049 & 1.2615 & 4.62 & 0.1 & 11.12 & 0.079 & 0.0031 & 42.1941066595 & 44.7013965617 & 1.35460907546 & 42.9328021576 & 44.416002697 & -1.38295812682 \\
UDS & 9416 & 10.2741578493 & 1.262 & 4.6199999 & 0.1 & 11.08 & 0.089 & 0.0031 & 42.1541066595 & 44.6613965617 & 1.31460907546 & 42.9192421576 & 44.399052697 & -1.39990812682 \\
UDS & 18291 & 10.3979400087 & 1.263 & 5.2800002 & 0.1 & 10.97 & 0.073 & 0.0031 & 42.0441066595 & 44.5513965617 & 1.20460907546 & 42.8819521576 & 44.352440197 & -1.44652062682 \\
EGS & 11648 & 10.7934 & 1.2637 & 4.62 & 0.1 & 11.24 & 0.134 & 0.0031 & 42.3141066595 & 44.8213965617 & 1.47460907546 & 42.9734821576 & 44.466852697 & -1.33210812682 \\
EGS & 29793 & 9.75447 & 1.264 & 4.62 & 0.2 & 10.8 & 0.044 & 0.0194 & 42.6705466956 & 44.3742368546 & 1.02744936838 & 43.0943153298 & 44.6178941623 & -1.18106666152 \\
EGS & 12625 & 10.8453 & 1.264 & 5.28 & 0.2 & 11.89 & 0.299 & 0.0194 & 43.7605466956 & 45.4642368546 & 2.11744936838 & 43.4638253298 & 45.0797816623 & -0.719179161519 \\
EGS & 9788 & 10.3614 & 1.265 & 3.96 & 0.2 & 11.15 & 0.073 & 0.0194 & 43.0205466956 & 44.7242368546 & 1.37744936838 & 43.2129653298 & 44.7662066623 & -1.03275416152 \\
EGS & 7599 & 10.1146 & 1.265 & 5.94 & 0.1 & 10.61 & 0.032 & 0.0031 & 41.6841066595 & 44.1913965617 & 0.844609075465 & 42.7599121576 & 44.199890197 & -1.59907062682 \\
GDS & 13817 & 9.95 & 1.266 & 4.62 & 0.1 & 10.56 & 0.026 & 0.0031 & 41.6341066595 & 44.1413965617 & 0.794609075465 & 42.7429621576 & 44.178702697 & -1.62025812682 \\
COS & 3857 & 9.3656 & 1.266 & 5.94 & 0.2 & 10.92 & 0.044 & 0.0194 & 42.7905466956 & 44.4942368546 & 1.14744936838 & 43.1349953298 & 44.6687441623 & -1.13021666152 \\
GDS & 19110 & 9.55 & 1.268 & 5.28 & 0.2 & 10.4 & 0.018 & 0.0194 & 42.2705466956 & 43.9742368546 & 0.627449368377 & 42.9587153298 & 44.4483941623 & -1.35056666152 \\
UDS & 15470 & 10.285557309 & 1.269 & 4.6199999 & 0.1 & 11.22 & 0.093 & 0.0031 & 42.2941066595 & 44.8013965617 & 1.45460907546 & 42.9667021576 & 44.458377697 & -1.34058312682 \\
EGS & 532 & 9.95384 & 1.269 & 4.62 & 0.2 & 10.58 & 0.026 & 0.0194 & 42.4505466956 & 44.1542368546 & 0.807449368377 & 43.0197353298 & 44.5246691623 & -1.27429166152 \\
EGS & 8719 & 9.58278 & 1.269 & 6.6 & 0.2 & 11.48 & 0.19 & 0.0194 & 43.3505466956 & 45.0542368546 & 1.70744936838 & 43.3248353298 & 44.9060441623 & -0.892916661519 \\
UDS & 20266 & 10.6009728957 & 1.27 & 5.2800002 & 0.06 & 10.93 & 0.068 & 0.000276 & 40.9536540478 & 44.5126250839 & 1.16583759765 & 42.5122887222 & 43.8903609027 & -1.90859992105 \\
COS & 27385 & 10.3006 & 1.27 & 5.28 & 0.2 & 11.38 & 0.089 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 \\
UDS & 19724 & 10.1398790864 & 1.27 & 3.5 & 0.2 & 11.4 & 0.112 & 0.0194 & 43.2705466956 & 44.9742368546 & 1.62744936838 & 43.2977153298 & 44.8721441623 & -0.926816661519 \\
COS & 27124 & 9.79334 & 1.27 & 5.94 & 0.3 & 11.01 & 0.043 & 0.0489 & 43.2820538248 & 44.5709711474 & 1.22418366114 & 43.3016162466 & 44.8770203083 & -0.921940515524 \\
COS & 25028 & 10.6739 & 1.27 & 5.94 & 0.1 & 11.31 & 0.076 & 0.0031 & 42.3841066595 & 44.8913965617 & 1.54460907546 & 42.9972121576 & 44.496515197 & -1.30244562682 \\
UDS & 12173 & 9.81491318128 & 1.2707 & 4.6199999 & 0.1 & 11.01 & 0.064 & 0.0031 & 42.0841066595 & 44.5913965617 & 1.24460907546 & 42.8955121576 & 44.369390197 & -1.42957062682 \\
EGS & 20395 & 10.229 & 1.271 & 5.28 & 0.3 & 11.18 & 0.077 & 0.0489 & 43.4520538248 & 44.7409711474 & 1.39418366114 & 43.3592462466 & 44.9490578083 & -0.849903015524 \\
EGS & 1196 & 9.56538 & 1.271 & 10.56 & 0.2 & 10.9 & 0.055 & 0.0194 & 42.7705466956 & 44.4742368546 & 1.12744936838 & 43.1282153298 & 44.6602691623 & -1.13869166152 \\
EGS & 28262 & 10.2161 & 1.271 & 3.5 & 0.2 & 11.26 & 0.1 & 0.0194 & 43.1305466956 & 44.8342368546 & 1.48744936838 & 43.2502553298 & 44.8128191623 & -0.986141661519 \\
EGS & 19626 & 9.76477 & 1.272 & 4.62 & 0.3 & 10.98 & 0.067 & 0.0489 & 43.2520538248 & 44.5409711474 & 1.19418366114 & 43.2914462466 & 44.8643078083 & -0.934653015524 \\
GDS & 17071 & 10.18 & 1.272 & 5.28 & 0.1 & 10.72 & 0.048 & 0.0031 & 41.7941066595 & 44.3013965617 & 0.954609075465 & 42.7972021576 & 44.246502697 & -1.55245812682 \\
COS & 26507 & 9.97106 & 1.2734 & 3.96 & 0.3 & 10.71 & 0.038 & 0.0489 & 42.9820538248 & 44.2709711474 & 0.924183661141 & 43.1999162466 & 44.7498953083 & -1.04906551552 \\
EGS & 4745 & 9.69116 & 1.275 & 5.28 & 0.1 & 10.58 & 0.028 & 0.0031 & 41.6541066595 & 44.1613965617 & 0.814609075465 & 42.7497421576 & 44.187177697 & -1.61178312682 \\
EGS & 13778 & 9.53005 & 1.276 & 3.96 & 0.2 & 11.08 & 0.057 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 \\
GDS & 24987 & 10.28 & 1.276 & 3.96 & 0.4 & 11.33 & 0.202 & 0.0916 & 43.8746404394 & 44.8710220912 & 1.52423460501 & 43.5025031089 & 45.1281288862 & -0.670831937611 \\
UDS & 19242 & 10.6364878964 & 1.277 & 5.2800002 & 0.1 & 10.79 & 0.05 & 0.0031 & 41.8641066595 & 44.3713965617 & 1.02460907546 & 42.8209321576 & 44.276165197 & -1.52279562682 \\
UDS & 8252 & 10.3820170426 & 1.277 & 4.6199999 & 0.3 & 11.43 & 0.146 & 0.0489 & 43.7020538248 & 44.9909711474 & 1.64418366114 & 43.4439962466 & 45.0549953083 & -0.743965515524 \\
COS & 27390 & 9.85441 & 1.2787 & 4.62 & 0.4 & 10.97 & 0.187 & 0.0916 & 43.5146404394 & 44.5110220912 & 1.16423460501 & 43.3804631089 & 44.9755788862 & -0.823381937611 \\
UDS & 15634 & 9.95472479098 & 1.28 & 4.6199999 & 0.3 & 11.16 & 0.097 & 0.0489 & 43.4320538248 & 44.7209711474 & 1.37418366114 & 43.3524662466 & 44.9405828083 & -0.858378015524 \\
COS & 7209 & 10.4844 & 1.28 & 4.62 & 0.2 & 11.61 & 0.158 & 0.0194 & 43.4805466956 & 45.1842368546 & 1.83744936838 & 43.3689053298 & 44.9611316623 & -0.837829161519 \\
COS & 26686 & 10.141 & 1.28 & 5.28 & 0.2 & 10.78 & 0.041 & 0.0194 & 42.6505466956 & 44.3542368546 & 1.00744936838 & 43.0875353298 & 44.6094191623 & -1.18954166152 \\
UDS & 15357 & 10.1335389084 & 1.282 & 5.9400001 & 0.1 & 10.92 & 0.06 & 0.0031 & 41.9941066595 & 44.5013965617 & 1.15460907546 & 42.8650021576 & 44.331252697 & -1.46770812682 \\
COS & 21750 & 10.5173 & 1.282 & 4.62 & 0.1 & 11.26 & 0.062 & 0.0031 & 42.3341066595 & 44.8413965617 & 1.49460907546 & 42.9802621576 & 44.475327697 & -1.32363312682 \\
UDS & 678 & 10.3979400087 & 1.283 & 5.2800002 & 0.3 & 11.13 & 0.1 & 0.0489 & 43.4020538248 & 44.6909711474 & 1.34418366114 & 43.3422962466 & 44.9278703083 & -0.871090515524 \\
UDS & 23890 & 10.0863598307 & 1.284 & 4.6199999 & 0.2 & 11.08 & 0.075 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 \\
COS & 11936 & 10.5368 & 1.2849 & 5.28 & 0.2 & 11.13 & 0.093 & 0.0194 & 43.0005466956 & 44.7042368546 & 1.35744936838 & 43.2061853298 & 44.7577316623 & -1.04122916152 \\
GDS & 13133 & 9.88 & 1.285 & 6.6 & 0.2 & 11.01 & 0.043 & 0.0194 & 42.8805466956 & 44.5842368546 & 1.23744936838 & 43.1655053298 & 44.7068816623 & -1.09207916152 \\
EGS & 28150 & 10.4721 & 1.285 & 5.28 & 0.2 & 10.92 & 0.102 & 0.0194 & 42.7905466956 & 44.4942368546 & 1.14744936838 & 43.1349953298 & 44.6687441623 & -1.13021666152 \\
UDS & 26544 & 9.95424250944 & 1.288 & 3.5 & 0.4 & 11.36 & 0.053 & 0.0916 & 43.9046404394 & 44.9010220912 & 1.55423460501 & 43.5126731089 & 45.1408413862 & -0.658119437611 \\
GDS & 23476 & 10.55 & 1.288 & 4.62 & 0.1 & 11.25 & 0.076 & 0.0031 & 42.3241066595 & 44.8313965617 & 1.48460907546 & 42.9768721576 & 44.471090197 & -1.32787062682 \\
UDS & 6830 & 10.3443922737 & 1.289 & 3.96 & 0.3 & 11.81 & 0.206 & 0.0489 & 44.0820538248 & 45.3709711474 & 2.02418366114 & 43.5728162466 & 45.2160203083 & -0.582940515524 \\
COS & 27877 & 11.1113 & 1.289 & 4.62 & 0.2 & 12.07 & 0.313 & 0.0194 & 43.9405466956 & 45.6442368546 & 2.29744936838 & 43.5248453298 & 45.1560566623 & -0.642904161519 \\
UDS & 4674 & 10.3560258572 & 1.29 & 5.2800002 & 0.1 & 11.25 & 0.103 & 0.0031 & 42.3241066595 & 44.8313965617 & 1.48460907546 & 42.9768721576 & 44.471090197 & -1.32787062682 \\
EGS & 13307 & 10.2774 & 1.29 & 4.62 & 0.1 & 11.45 & 0.052 & 0.0031 & 42.5241066595 & 45.0313965617 & 1.68460907546 & 43.0446721576 & 44.555840197 & -1.24312062682 \\
GDS & 16447 & 9.67 & 1.292 & 5.28 & 0.06 & 10.34 & 0.016 & 0.000276 & 40.3636540478 & 43.9226250839 & 0.575837597645 & 42.3122787222 & 43.6403484027 & -2.15861242105 \\
UDS & 3764 & 10.5092025223 & 1.292 & 5.9400001 & 0.1 & 11.35 & 0.148 & 0.0031 & 42.4241066595 & 44.9313965617 & 1.58460907546 & 43.0107721576 & 44.513465197 & -1.28549562682 \\
EGS & 11752 & 9.7487 & 1.292 & 5.28 & 0.3 & 10.92 & 0.049 & 0.0489 & 43.1920538248 & 44.4809711474 & 1.13418366114 & 43.2711062466 & 44.8388828083 & -0.960078015524 \\
GDS & 19814 & 11.01 & 1.296 & 5.28 & 0.3 & 11.19 & 0.09 & 0.0489 & 43.4620538248 & 44.7509711474 & 1.40418366114 & 43.3626362466 & 44.9532953083 & -0.845665515524 \\
GDS & 12757 & 10.76 & 1.296 & 5.28 & 0.2 & 11.21 & 0.107 & 0.0194 & 43.0805466956 & 44.7842368546 & 1.43744936838 & 43.2333053298 & 44.7916316623 & -1.00732916152 \\
GDS & 23207 & 10.19 & 1.2966 & 5.28 & 0.2 & 11.29 & 0.11 & 0.0194 & 43.1605466956 & 44.8642368546 & 1.51744936838 & 43.2604253298 & 44.8255316623 & -0.973429161519 \\
EGS & 29935 & 10.5448 & 1.297 & 4.62 & 0.3 & 11.39 & 0.095 & 0.0489 & 43.6620538248 & 44.9509711474 & 1.60418366114 & 43.4304362466 & 45.0380453083 & -0.760915515524 \\
UDS & 19994 & 10.7596678447 & 1.297 & 5.2800002 & 0.2 & 11.34 & 0.142 & 0.0194 & 43.2105466956 & 44.9142368546 & 1.56744936838 & 43.2773753298 & 44.8467191623 & -0.952241661519 \\
COS & 18530 & 10.7892 & 1.2974 & 4.62 & 0.1 & 11.54 & 0.165 & 0.0031 & 42.6141066595 & 45.1213965617 & 1.77460907546 & 43.0751821576 & 44.593977697 & -1.20498312682 \\
EGS & 1200 & 9.69707 & 1.298 & 4.62 & 0.2 & 10.68 & 0.029 & 0.0194 & 42.5505466956 & 44.2542368546 & 0.907449368377 & 43.0536353298 & 44.5670441623 & -1.23191666152 \\
COS & 10320 & 9.96014 & 1.2989 & 4.62 & 0.4 & 10.76 & 0.08 & 0.0916 & 43.3046404394 & 44.3010220912 & 0.954234605014 & 43.3092731089 & 44.8865913862 & -0.912369437611 \\
GDS & 20403 & 10.03 & 1.2994 & 5.28 & 0.1 & 11.21 & 0.056 & 0.0031 & 42.2841066595 & 44.7913965617 & 1.44460907546 & 42.9633121576 & 44.454140197 & -1.34482062682 \\
COS & 16372 & 10.3325 & 1.3 & 5.28 & 0.1 & 11.31 & 0.073 & 0.0031 & 42.3841066595 & 44.8913965617 & 1.54460907546 & 42.9972121576 & 44.496515197 & -1.30244562682 \\
EGS & 16135 & 10.1079 & 1.3 & 5.28 & 0.1 & 11.17 & 0.043 & 0.0031 & 42.2441066595 & 44.7513965617 & 1.40460907546 & 42.9497521576 & 44.437190197 & -1.36177062682 \\
EGS & 12807 & 9.89176 & 1.3 & 5.94 & 0.1 & 10.58 & 0.025 & 0.0031 & 41.6541066595 & 44.1613965617 & 0.814609075465 & 42.7497421576 & 44.187177697 & -1.61178312682 \\
EGS & 14108 & 10.1677 & 1.3 & 5.28 & 0.1 & 10.91 & 0.053 & 0.0031 & 41.9841066595 & 44.4913965617 & 1.14460907546 & 42.8616121576 & 44.327015197 & -1.47194562682 \\
COS & 24487 & 10.6067 & 1.3 & 5.28 & 0.2 & 11.4 & 0.154 & 0.0194 & 43.2705466956 & 44.9742368546 & 1.62744936838 & 43.2977153298 & 44.8721441623 & -0.926816661519 \\
UDS & 21043 & 10.6821450764 & 1.302 & 5.2800002 & 0.2 & 11.26 & 0.14 & 0.0194 & 43.1305466956 & 44.8342368546 & 1.48744936838 & 43.2502553298 & 44.8128191623 & -0.986141661519 \\
COS & 16213 & 10.2095 & 1.302 & 5.28 & 0.2 & 10.85 & 0.043 & 0.0194 & 42.7205466956 & 44.4242368546 & 1.07744936838 & 43.1112653298 & 44.6390816623 & -1.15987916152 \\
GDS & 21581 & 9.96 & 1.303 & 5.94 & 0.2 & 10.9 & 0.05 & 0.0194 & 42.7705466956 & 44.4742368546 & 1.12744936838 & 43.1282153298 & 44.6602691623 & -1.13869166152 \\
GDS & 20232 & 9.6 & 1.303 & 3.96 & 0.3 & 10.93 & 0.049 & 0.0489 & 43.2020538248 & 44.4909711474 & 1.14418366114 & 43.2744962466 & 44.8431203083 & -0.955840515524 \\
EGS & 13897 & 10.2342 & 1.303 & 4.62 & 0.3 & 11.18 & 0.086 & 0.0489 & 43.4520538248 & 44.7409711474 & 1.39418366114 & 43.3592462466 & 44.9490578083 & -0.849903015524 \\
GDS & 12455 & 8.91 & 1.304 & 4.62 & 0.33 & 10.37 & 0.017 & 0.060324 & 42.733235097 & 43.9257231005 & 0.578935614271 & 43.1155666979 & 44.6444583723 & -1.15450245145 \\
EGS & 20237 & 10.3525 & 1.304 & 5.94 & 0.2 & 11.8 & 0.153 & 0.0194 & 43.6705466956 & 45.3742368546 & 2.02744936838 & 43.4333153298 & 45.0416441623 & -0.757316661519 \\
UDS & 4208 & 10.5171958979 & 1.304 & 5.2800002 & 0.1 & 11.1 & 0.087 & 0.0031 & 42.1741066595 & 44.6813965617 & 1.33460907546 & 42.9260221576 & 44.407527697 & -1.39143312682 \\
EGS & 18981 & 9.8125 & 1.306 & 4.62 & 0.1 & 10.93 & 0.055 & 0.0031 & 42.0041066595 & 44.5113965617 & 1.16460907546 & 42.8683921576 & 44.335490197 & -1.46347062682 \\
UDS & 16259 & 11.0170333393 & 1.307 & 3.5 & 0.4 & 11.74 & 0.436 & 0.0916 & 44.2846404394 & 45.2810220912 & 1.93423460501 & 43.6414931089 & 45.3018663862 & -0.497094437611 \\
GDS & 16600 & 10.48 & 1.307 & 4.62 & 0.1 & 10.79 & 0.059 & 0.0031 & 41.8641066595 & 44.3713965617 & 1.02460907546 & 42.8209321576 & 44.276165197 & -1.52279562682 \\
UDS & 1759 & 10.4313637642 & 1.307 & 4.6199999 & 0.2 & 11.22 & 0.1 & 0.0194 & 43.0905466956 & 44.7942368546 & 1.44744936838 & 43.2366953298 & 44.7958691623 & -1.00309166152 \\
GDS & 2614 & 10.19 & 1.307 & 5.28 & 0.1 & 10.76 & 0.039 & 0.0031 & 41.8341066595 & 44.3413965617 & 0.994609075465 & 42.8107621576 & 44.263452697 & -1.53550812682 \\
COS & 4711 & 10.2926 & 1.309 & 5.94 & 0.2 & 11.25 & 0.079 & 0.0194 & 43.1205466956 & 44.8242368546 & 1.47744936838 & 43.2468653298 & 44.8085816623 & -0.990379161519 \\
UDS & 21381 & 10.3159703455 & 1.309 & 5.2800002 & 0.2 & 10.98 & 0.098 & 0.0194 & 42.8505466956 & 44.5542368546 & 1.20744936838 & 43.1553353298 & 44.6941691623 & -1.10479166152 \\
EGS & 17521 & 9.97332 & 1.31 & 3.96 & 0.2 & 10.76 & 0.033 & 0.0194 & 42.6305466956 & 44.3342368546 & 0.987449368377 & 43.0807553298 & 44.6009441623 & -1.19801666152 \\
UDS & 26257 & 10.7573960288 & 1.31 & 5.2800002 & 0.2 & 11.59 & 0.127 & 0.0194 & 43.4605466956 & 45.1642368546 & 1.81744936838 & 43.3621253298 & 44.9526566623 & -0.846304161519 \\
EGS & 25015 & 10.5711 & 1.31 & 5.28 & 0.06 & 11.02 & 0.069 & 0.000276 & 41.0436540478 & 44.6026250839 & 1.25583759765 & 42.5427987222 & 43.9284984027 & -1.87046242105 \\
COS & 7512 & 10.3884 & 1.31 & 5.28 & 0.3 & 11.71 & 0.045 & 0.0489 & 43.9820538248 & 45.2709711474 & 1.92418366114 & 43.5389162466 & 45.1736453083 & -0.625315515524 \\
UDS & 25393 & 10.0 & 1.311 & 5.2800002 & 0.2 & 11.46 & 0.04 & 0.0194 & 43.3305466956 & 45.0342368546 & 1.68744936838 & 43.3180553298 & 44.8975691623 & -0.901391661519 \\
COS & 2283 & 10.0903 & 1.313 & 5.28 & 0.4 & 11.56 & 0.248 & 0.0916 & 44.1046404394 & 45.1010220912 & 1.75423460501 & 43.5804731089 & 45.2255913862 & -0.573369437611 \\
EGS & 12371 & 9.40293 & 1.313 & 4.62 & 0.2 & 10.85 & 0.034 & 0.0194 & 42.7205466956 & 44.4242368546 & 1.07744936838 & 43.1112653298 & 44.6390816623 & -1.15987916152 \\
UDS & 13528 & 9.48713837548 & 1.314 & 5.2800002 & 0.3 & 11.93 & 0.185 & 0.0489 & 44.2020538248 & 45.4909711474 & 2.14418366114 & 43.6134962466 & 45.2668703083 & -0.532090515524 \\
GDS & 1446 & 9.83 & 1.315 & 4.62 & 0.2 & 10.83 & 0.032 & 0.0194 & 42.7005466956 & 44.4042368546 & 1.05744936838 & 43.1044853298 & 44.6306066623 & -1.16835416152 \\
UDS & 11940 & 10.2355284469 & 1.315 & 5.9400001 & 0.2 & 11.96 & 0.061 & 0.0194 & 43.8305466956 & 45.5342368546 & 2.18744936838 & 43.4875553298 & 45.1094441623 & -0.689516661519 \\
EGS & 29083 & 10.5518 & 1.315 & 9.24 & 0.2 & 11.11 & 0.061 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 \\
UDS & 5539 & 10.0934216852 & 1.316 & 5.2800002 & 0.3 & 11.13 & 0.063 & 0.0489 & 43.4020538248 & 44.6909711474 & 1.34418366114 & 43.3422962466 & 44.9278703083 & -0.871090515524 \\
UDS & 1323 & 10.0644579892 & 1.316 & 4.6199999 & 0.1 & 10.98 & 0.058 & 0.0031 & 42.0541066595 & 44.5613965617 & 1.21460907546 & 42.8853421576 & 44.356677697 & -1.44228312682 \\
UDS & 17598 & 10.57863921 & 1.316 & 5.2800002 & 0.2 & 11.66 & 0.155 & 0.0194 & 43.5305466956 & 45.2342368546 & 1.88744936838 & 43.3858553298 & 44.9823191623 & -0.816641661519 \\
COS & 27448 & 10.3341 & 1.319 & 3.5 & 0.9 & 11.91 & 2.126 & 0.5031 & 45.194399283 & 45.1890139624 & 1.84222647621 & 43.9499013569 & 45.6873766962 & -0.111584127611 \\
EGS & 5241 & 10.6757 & 1.319 & 5.28 & 0.3 & 11.39 & 0.139 & 0.0489 & 43.6620538248 & 44.9509711474 & 1.60418366114 & 43.4304362466 & 45.0380453083 & -0.760915515524 \\
EGS & 5177 & 10.0791 & 1.32 & 5.28 & 0.1 & 11.53 & 0.026 & 0.0031 & 42.6041066595 & 45.1113965617 & 1.76460907546 & 43.0717921576 & 44.589740197 & -1.20922062682 \\
COS & 16995 & 9.55543 & 1.32 & 5.28 & 0.4 & 11.11 & 0.076 & 0.0916 & 43.6546404394 & 44.6510220912 & 1.30423460501 & 43.4279231089 & 45.0349038862 & -0.764056937611 \\
COS & 17545 & 9.94639 & 1.32 & 5.28 & 0.2 & 11.12 & 0.059 & 0.0194 & 42.9905466956 & 44.6942368546 & 1.34744936838 & 43.2027953298 & 44.7534941623 & -1.04546666152 \\
UDS & 24957 & 10.9425041062 & 1.322 & 5.9400001 & 0.2 & 11.57 & 0.098 & 0.0194 & 43.4405466956 & 45.1442368546 & 1.79744936838 & 43.3553453298 & 44.9441816623 & -0.854779161519 \\
EGS & 15715 & 10.1633 & 1.323 & 4.62 & 0.2 & 11.22 & 0.032 & 0.0194 & 43.0905466956 & 44.7942368546 & 1.44744936838 & 43.2366953298 & 44.7958691623 & -1.00309166152 \\
EGS & 12512 & 10.3687 & 1.323 & 4.62 & 0.1 & 11.04 & 0.053 & 0.0031 & 42.1141066595 & 44.6213965617 & 1.27460907546 & 42.9056821576 & 44.382102697 & -1.41685812682 \\
EGS & 22434 & 10.2102 & 1.324 & 5.28 & 0.3 & 11.0 & 0.061 & 0.0489 & 43.2720538248 & 44.5609711474 & 1.21418366114 & 43.2982262466 & 44.8727828083 & -0.926178015524 \\
EGS & 4010 & 10.3237 & 1.3249 & 4.62 & 0.1 & 11.0 & 0.061 & 0.0031 & 42.0741066595 & 44.5813965617 & 1.23460907546 & 42.8921221576 & 44.365152697 & -1.43380812682 \\
EGS & 27102 & 10.4894 & 1.325 & 4.62 & 0.2 & 11.3 & 0.115 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 \\
EGS & 1178 & 10.9132 & 1.325 & 5.28 & 0.1 & 11.8 & 0.207 & 0.0031 & 42.8741066595 & 45.3813965617 & 2.03460907546 & 43.1633221576 & 44.704152697 & -1.09480812682 \\
GDS & 20495 & 10.34 & 1.325 & 4.62 & 0.4 & 11.03 & 0.101 & 0.0916 & 43.5746404394 & 44.5710220912 & 1.22423460501 & 43.4008031089 & 45.0010038862 & -0.797956937611 \\
GDS & 26050 & 9.97 & 1.325 & 4.62 & 0.2 & 10.91 & 0.047 & 0.0194 & 42.7805466956 & 44.4842368546 & 1.13744936838 & 43.1316053298 & 44.6645066623 & -1.13445416152 \\
EGS & 5375 & 10.155 & 1.325 & 5.28 & 0.3 & 10.8 & 0.509 & 0.0489 & 43.0720538248 & 44.3609711474 & 1.01418366114 & 43.2304262466 & 44.7880328083 & -1.01092801552 \\
